,ENSG00000074410.14,ENSG00000054598.9,ENSG00000183888.4,ENSG00000100219.16,ENSG00000173467.9,ENSG00000150667.8,ENSG00000129514.8,ENSG00000134830.6,ENSG00000163064.7,ENSG00000225362.10,ENSG00000171428.15,ENSG00000120262.10,ENSG00000091831.24,ENSG00000154548.9,ENSG00000139865.16,ENSG00000115648.14,ENSG00000107485.18,ENSG00000109436.8,ENSG00000248360.7,ENSG00000163879.11,ENSG00000178568.15,ENSG00000167614.14,ENSG00000176532.4,ENSG00000106541.12,ENSG00000175356.14,ENSG00000082175.15,ENSG00000187720.14,ENSG00000160182.3,ENSG00000169083.18,ENSG00000235584.3,ENSG00000204385.13,ENSG00000213064.10,ENSG00000114547.10,ENSG00000287914.1,ENSG00000005513.10,ENSG00000259459.6,ENSG00000178935.5,ENSG00000204434.6,ENSG00000160180.15,ENSG00000168350.8,ENSG00000135912.11,ENSG00000204248.11,ENSG00000166535.20,ENSG00000206113.11,ENSG00000092068.20,ENSG00000253768.1,ENSG00000143412.10,ENSG00000254615.3,ENSG00000223813.3,ENSG00000073792.16,ENSG00000154645.14,ENSG00000183044.12,ENSG00000256612.7,ENSG00000259793.1,ENSG00000186868.16,ENSG00000198729.5,ENSG00000148468.17,ENSG00000227036.8,ENSG00000148513.18,ENSG00000064787.13,ENSG00000234918.1,ENSG00000249346.7,ENSG00000224559.2,ENSG00000236313.1,ENSG00000186832.9,ENSG00000255774.2,ENSG00000187486.5,ENSG00000172425.12,ENSG00000259725.1,ENSG00000254290.1,ENSG00000183323.13,ENSG00000253125.1,ENSG00000163683.12,ENSG00000232400.1,ENSG00000186910.4,ENSG00000286208.1
TCGA-B6-A0WY,9.033088665083305,4.057749631410755,2.351758984,11.07968535141085,6.508833133427912,4.909147303332908,8.278509914788572,4.243869857297667,1.328934270053569,2.455927951706421,6.024425109597967,3.42014248,7.446952208203352,0.9490241310561014,2.447162495356501,7.933255033433037,9.188633132,8.148101017134561,2.870770553109853,5.447575200307935,5.095277188350717,1.574078964707077,5.06694896,7.552883917544574,7.370492135015586,6.927868016396117,6.932782047896255,6.525844150070406,6.870632049588139,0.9736486348830463,5.765743207688262,6.272516697,1.033431553510892,0.7495836076813962,1.309720903860854,3.998986600840848,5.574241950067422,1.167546895881596,7.052837989,4.272682665325862,4.618430676965044,1.508182904687948,1.135168691479237,0.9613889199586066,7.735067235040299,0.5674485117421131,5.730506760796761,0.9490241310561014,0.8326964561539854,1.557884968890836,0.7061598411741122,5.370859379416286,6.948007124517191,0.5674485117421131,7.227766240926154,1.954116374666754,4.316656583346543,1.430263924588795,4.360497242633746,5.318352872053691,2.289373532875501,2.328082750100087,0.9365524514851534,0.9613889199586066,3.301148259180501,3.19781665,5.196159734642834,2.655558987,0.7495836076813962,2.761882042,5.080474246394912,3.008220918323897,7.830943642211487,0.1371146473501414,2.269622346068326,1.021671513055543
TCGA-D8-A27P,9.225492289372925,2.984366339330927,4.601832604944559,12.28585703345189,7.506225467594689,3.684573736095934,9.303927556,4.481056762829499,1.297253245757422,4.427918459176574,8.084829491758164,2.507914838795862,7.359592315735339,0.6336881878904144,4.708934357497935,8.726247353196186,10.16871085130145,10.20833011443821,4.750699639287692,5.994485103120022,6.810074756292804,1.983533740399424,5.210485821992883,8.860203850085108,11.29288941482555,6.963905946741507,8.329010025081015,7.668387672320453,9.07428422,4.888513250820837,7.870730110881087,6.295150778000173,0.8222793447489527,1.045203856512005,0.5390739145329675,5.579561733725012,6.090606434331368,3.420994743152051,6.130092330082259,7.191305168217539,4.766446667739523,0.6698622674768281,0.4378164664276443,1.450679966078197,8.083258643438752,3.391510932379945,5.547717751661827,0.6698622674768281,1.262140388321805,1.741569212013072,0.6336881878904144,6.608166153190799,5.898662220914874,3.040705640502156,8.007982312,2.906915956875843,3.693387233914095,1.671930999700132,7.695099196978162,4.914186888512892,5.582529915486159,0.395236031,2.948003258469986,3.523398583180402,2.269419099,1.644924946860941,4.611164669401495,1.932334788355596,2.281159454784131,1.226151577,6.088102311,0.7224775523751431,8.604717186780354,1.511747699,2.860717213706709,2.664024714245036
TCGA-EW-A6S9,7.184231360197765,2.182963128565715,3.467128065,10.57367041182637,4.55000167,4.446567871858288,8.676545669197868,3.224977124652467,2.041966256429334,3.064117786609106,1.605720454200797,2.691761063342908,6.386078111027902,0.3582374599075294,2.760882480865766,8.137364743386833,9.128275600815359,7.896574334512133,2.943761717765222,4.335141705070066,3.227692704956606,1.192813541073177,6.347273497401952,9.090872322218663,5.893189192238205,5.641549909743585,7.647355039304657,3.152515903305296,8.553896039745991,2.424603116860213,7.858425205185342,5.997910680215933,0.1217858322968939,0.4165235425865623,0.6286351336817741,2.627410070994631,5.455418768594074,2.610863608503715,6.686221360552118,6.198103558663214,3.922522267955257,0.6121027964134491,0.578458682,0.3973553072865931,6.878842808,3.658403376968693,4.343928962823163,0.5264740336090525,1.946289676451513,1.597345620218286,0.3582374599075294,5.704799751803664,0.5264740336090525,1.065022986182784,6.697039596882898,1.065022986182784,3.314554407,2.259266124769302,6.304826732583049,5.259689455458937,4.149989960166785,0.074297913,1.919666755366459,2.659944332089175,3.986451027427324,2.953637231931761,3.048843465162431,0.508721057,2.041966256429334,0.6771249606854526,5.206306920407287,1.501863450677254,8.786590807243535,0.3779289617812667,0.6611420888595594,2.973187745860199
TCGA-XX-A89A,7.527634696491051,3.671193858351632,2.401726248545255,10.22143049156923,6.005333019622144,1.205847272259596,7.651312500145914,5.664479748051919,2.395865950679096,2.214652722208259,6.136758208021754,4.202878909828445,6.953242246445791,0.824713401,3.836074351926285,8.494797662537207,8.389066107,7.595839581698612,2.442095034696201,3.468351897841218,4.231129452918784,1.370281367941552,4.694438865,8.137741223900875,6.079413426566686,6.439881519017407,7.236719798497544,3.280756507822824,6.910465832524125,2.623549157809166,8.046354878948014,6.183430720038023,0.824713401,1.296709525478532,1.094474562923942,5.473894601069599,5.720062658298075,1.651763720821937,4.645886543014322,5.409185132310554,4.878001652245969,1.51787664,2.234490119,1.333964380669325,6.812134934,0,4.286023224560989,0.7347199175224041,0.9737794557656475,1.968407302216377,0.8591956556266795,4.889516630128854,8.674591778158995,1.232397063,5.830086856272836,0.2800269202146828,4.715765446346334,1.271327523563209,1.818755271496727,4.848269231249262,0.4705020618968447,0.5570704504743662,1.774273959922446,0.4251886432519221,3.235535509381057,0.5984815487465812,4.301778804981776,0.5779245774580982,0.8591956556266795,1.035388803,5.246938077355492,3.573334876165001,7.346563952014584,0.8420575469211625,1.405706550542652,1.539300835125499
TCGA-LL-A7T0,8.934779129945047,2.636211940851673,1.745149170273002,10.16553615429116,7.075687743040545,6.506571579102237,8.343931981029646,4.041295012392706,0.8225846914272482,2.219257747620013,2.219257747620013,3.794873102848763,9.121723242753623,0.3555582845904823,2.597874624373885,8.587516131545145,8.434900869936357,7.947217271840368,1.608584295525654,6.305451490786023,8.052216096664985,2.026547508900597,5.979901086,11.02177671,8.414759823682425,1.302917476,6.622277989832167,7.04064245,6.349382899048589,2.018276896948434,7.333442787824387,6.042921422,0.5050991765145176,1.832649279932858,0.5516892707996063,3.622809112926292,5.659294902642102,4.726793932,6.363326302854145,3.976602128215025,4.812992005,1.552413579327739,0.74451546,0.9322970523016411,7.471042203,0.3555582845904823,5.669893568584691,0.596821744,1.189636591752826,1.275420185180083,1.275420185180083,5.097396002419268,0.329055332,1.745149170273002,3.399023515,1.159869849194467,3.997789425,0.9145813099804725,0.2464937123309513,3.327190057007067,0.1285048445861631,2.818730582027657,4.933340096069679,0,2.219257747620013,4.975602057388541,3.503448293749744,0.9497978883935175,0.596821744,1.433052224886007,6.117407668750834,0.6188693279165122,9.451507940661827,0.7243197230044587,0.8225846914272482,4.353830860866741
TCGA-E9-A5UO,9.583242289549757,1.770645496,3.741758883844588,10.98545254400973,6.621716119933367,6.297404100349273,9.141459208550229,5.722933162,0.5091074467998431,4.397761240635095,7.070888238,3.721075137958116,9.451934321244014,0.1172081539643891,5.329362214552309,10.44434658150612,9.837166632511925,11.19738787801344,3.320824128,6.284539385788028,4.555363078553059,0.8846673873064775,7.233472122961275,9.725786244367695,4.610134792600936,7.365020674866476,10.22643558,5.455761977204983,5.890784919475698,5.929363819527757,7.183738748696102,5.790119273086342,0.3264242174701513,2.710066877733567,0.7276265698261327,1.706621855244988,5.844786423491216,6.340983407557071,9.818559303,7.323125680463922,4.530483045,0.8341962369215539,0.4874976453352144,1.195767633691789,5.405514973,3.1490889,5.902569355031566,0.2256053666314382,1.770645496,0.9493278347417833,0.3264242174701513,6.845778664869359,1.055946727372027,1.788427969,6.556405464068204,0.059794035,1.814697341951322,0.4655592270464878,4.399208621851444,7.158320863852841,2.375561503183112,0.059794035,6.122681036187555,1.371216164188701,0,2.969783494690734,4.232221386790187,0.9334323782702463,4.318894624789126,0.6902791465880775,5.093144679254117,3.277409368,8.172857293463307,0.5924482727064762,1.752641099939259,5.964984523667954
TCGA-B6-A400,3.228727901910374,7.916821957829614,0.020333524,6.944804779,0.392060339,0.2952559335134091,2.485125007110883,1.891822707871534,7.481688111041107,0.1179124172274249,1.434705529160588,1.427110490023999,1.141748503851305,3.154779368567314,0.3118478339844619,3.921372877774285,4.378547128,4.393239122,0.1179124172274249,1.464692051561886,0.2093074588929775,7.552882177805146,1.283083432238301,1.434705529160588,4.127561944691736,1.902816703289071,2.963267960765237,0.1179124172274249,1.434705529160588,0.040384443,3.956091547535491,6.685470748707753,5.138966944707116,0.020333524,4.735208644399296,0.020333524,3.032474901112789,0.1551680523682182,0.8092312766686454,1.919152188723889,6.091572804203982,4.661064514046048,4.285007953,0.079669145,3.752368772788008,0,3.088918586181998,1.722209938782699,0.060160506,6.408420020745524,1.715990148600511,2.510502709233101,0.1734411942563092,0.079669145,2.421568564609903,6.563037534802472,6.057850328934504,5.768101385171639,0.020333524,0.9953572115660813,0.020333524,0.020333524,0,0,7.428000034788707,0.1551680523682182,2.528360164,0.1366604909630068,0.020333524,0.1366604909630068,3.124574620481905,0.1366604909630068,4.655387646875586,0.040384443,0.6355804665647886,0
TCGA-E2-A1L6,9.458236276273508,3.268927498150078,3.021195784769819,12.38294313995403,7.764245911453384,3.951587193267446,8.967710209117481,5.679982058224748,0.7834547957204612,4.003282752,9.139462467,5.995739439012228,8.630986438911355,0.8477117702552922,4.651364147348303,8.860446650222498,9.609435910000338,9.502943387,4.363412573360618,6.285131431620941,5.014678463307918,1.202500389890601,5.183531824944879,11.6677691,10.39567399569764,9.751224736945483,8.154337526575414,10.43406472303577,7.694651172523212,2.020578090298636,6.757966373458495,6.669402956382668,0.8849355947543808,2.519830838624946,0.8602267305684242,5.668019632109798,7.584766140811563,5.909556145,9.087186341,6.602540374967821,4.532265277174742,0.7162018893136065,0.3409018602968764,2.392067388075195,7.474236967852374,3.289894618540426,5.857838064648229,0.6600469868107887,1.886292423094686,1.192637682450786,0.4771410638832557,7.463639457,7.100530250350902,1.132002131620909,7.963900002746231,1.342879749145858,3.990531484199762,1.765081856499571,7.886288922241397,4.478485792646207,5.889472488390382,3.882715990794107,5.681745863791368,3.926516176739125,1.842811705629237,3.004380260007424,4.105376016069155,1.867818057,1.751709752121595,1.542443571430423,5.126394918382958,5.469437523637221,9.376467763,2.316881996140298,4.144272776238134,5.662670993
TCGA-AN-A0XR,9.923369881,1.553230995866358,4.799318903326705,11.17289309324583,7.379065929,6.476227959281248,9.281091683145616,5.760945854038622,2.004333482595233,3.333433805219453,6.676491051286486,5.360358178101303,10.59161112465137,0.4348500013679469,3.729877765729695,9.602759901345854,10.15811038754485,9.538400514537038,5.342489200205878,6.820955255735802,7.114410394409496,1.023840970721656,6.134072809,9.595972175827216,10.15755508284355,5.117943323427951,6.981922332955373,6.337601197456709,8.538847649090313,0.4581257016099424,7.966726269902769,5.783003318266554,0.2867113555315544,3.826943543411619,0.3124817095583828,6.148899837310025,6.922761845476151,5.267067789092637,8.047712073904114,7.611887261970644,4.982035919418914,0.7308088537866375,0.1216024022386725,2.887100583928263,8.883444402322613,0.6113191647514239,6.241101421956742,0.4111926166257707,1.726173994600211,0.9102918831628684,0.7497958973292816,8.527889866813727,6.704436941986543,3.628374342997695,7.363548777,0.2604722896108596,1.980418778805248,2.012217761144159,6.002225310121906,4.032802983934416,4.246731524628035,4.590058506345344,5.570512101272049,1.344257541297536,1.143530784737975,4.454855727943591,5.242142755478538,1.520437142,1.706871402318439,0.5904053946606718,4.688058308729403,5.750967794305323,8.722537051565908,0.6113191647514239,3.802146000849753,3.594639771
TCGA-D8-A1XD,9.001958115554075,2.130964355177294,3.429208949591191,10.60241901695559,0.4060030031444706,1.653089612183057,8.761406141942587,2.123809976739433,1.268060461675719,4.559329407137844,1.188003183831726,2.420921864,8.811316292971064,0.6040861684850769,5.692134928244535,8.012053124888569,9.560376168850706,8.717970991041724,4.053152114624345,6.099723696994915,6.806259637661835,0.6245061109331388,5.145991290190215,5.064263904913623,10.01560707846307,7.844414208988721,8.801681605,5.287970087378624,7.714116943492291,3.469274268,2.159232272421454,5.675105698091744,0.308408062,2.681860669763172,0.2570176990160754,1.873844751005391,7.877756788,4.516266810444184,4.999290436006952,6.275453469584446,4.348415337135143,4.622874393701075,0.2570176990160754,1.571301087441158,8.931682043553426,2.652331760132403,5.665283692828026,0.4974121228687214,1.924131843856593,1.073843011735633,0.4974121228687214,7.073934693837765,0.1199129245035516,0.5410327226279192,7.402984123819773,1.749207162448013,3.787159231750605,1.058916253113851,7.211055292726965,1.592187002303988,4.962668137878673,4.290490154085823,4.112184956720363,2.715564129577693,2.050244361215373,2.330593165583031,3.641971229005211,2.373451228896309,1.356170252447879,2.952060659831337,6.012350659751518,2.379471184402816,8.361658115,0,2.885937220469755,4.749129045422703
